entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
FAC13_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Long-chain-fatty-acid--CoA ligase FadD13 (EC 6.2.1.3) (Fatty acyl-CoA ligase) (FACL) (FACL13) (Fatty acyl-CoA synthetase) (ACS) (FACS) (Very-long-chain fatty-acyl-CoA synthetase) (ACSVL),palmitate,long_chain,LACS,NA,9634230; 14568148; 15937179; 16893682; 20027301; 20454815; 21969609; 22206988; 22560731,NA,3R44,"BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=0.13 mM for CoA (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; KM=0.11 mM for CoASH (at pH 8 and at 30 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; KM=19.79 uM for palmitic acid (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; KM=0.23 mM for ATP (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; KM=0.25 mM for ATP (at pH 8 and at 30 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; Vmax=14.62 pmol/min/ug enzyme (at pH 8 and at 37 degrees Celsius) {ECO:0000269|PubMed:20027301, ECO:0000269|PubMed:22206988}; Note=Kcat is 0.03 sec(-1) for palmitic acid (at pH 8 and at 37 degrees Celsius).;",EC 6.2.1.3
A0R618_MYCS2,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),Acyl-CoA synthase,dodecanoate,long_chain,LACS,NA,26628098; 26900152;,NA,5D6N,"NA","NA"
A1Z7H3_DROME,Drosophila melanogaster (Fruit fly),"Acyl-CoA synthetase long-chain, isoform C (EC 6.2.1.3) (Acyl-CoA synthetase long-chain, isoform F) (Acyl-CoA synthetase long-chain, isoform G) (Acyl-CoA synthetase long-chain, isoform I)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867; 26109357; 26109356;,NA,"NA","NA",EC 6.2.1.3
Q8T3L1_DROME,Drosophila melanogaster (Fruit fly),"Acyl-CoA synthetase long-chain, isoform A (EC 6.2.1.3) (Acyl-CoA synthetase long-chain, isoform B) (Acyl-CoA synthetase long-chain, isoform E) (Acyl-CoA synthetase long-chain, isoform H) (SD02373p)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867; 26109357; 26109356;,NA,"NA","NA",EC 6.2.1.3
A0A0B4KFE4_DROME,Drosophila melanogaster (Fruit fly),"Acyl-CoA synthetase long-chain, isoform J (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867,NA,"NA","NA",EC 6.2.1.3
E1JHE4_DROME,Drosophila melanogaster (Fruit fly),"Fatty acid (Long chain) transport protein, isoform F (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867,NA,"NA","NA",EC 6.2.1.3
A1Z7H2_DROME,Drosophila melanogaster (Fruit fly),"Acyl-CoA synthetase long-chain, isoform D (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867,NA,"NA","NA",EC 6.2.1.3
B5RIV0_DROME,Drosophila melanogaster (Fruit fly),"Bubblegum, isoform C (EC 6.2.1.3) (FI05443p)",long_chain,long_chain,LACS,NA,10731132; 12537568; 12537572; 12537573; 12537574; 16110336; 17569856; 17569867; 26109357; 26109356;,NA,"NA","NA",EC 6.2.1.3
Q0VCZ8_BOVIN,Bos taurus (Bovine),Acyl-CoA synthetase long-chain family member 1,long_chain,long_chain,LACS,NA,19393038;,NA,"NA","NA","NA"
Q1LZF6_BOVIN,Bos taurus (Bovine),Acyl-CoA synthetase long-chain family member 5,long_chain,long_chain,LACS,NA,12140684; 16305752; 19393038;,NA,"NA","NA","NA"
Q2QC87_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 4 (Acyl-CoA synthetase long-chain family member 4 variant 1),long_chain,long_chain,LACS,NA,16734680;,NA,"NA","NA","NA"
F1LPB3_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase 5,long_chain,long_chain,LACS,NA,15057822;,NA,"NA","NA","NA"
Q1LVA8_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 3a,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
F1QDA6_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 1b,long_chain,long_chain,LACS,NA,23594743,NA,"NA","NA","NA"
B8JK22_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 1a,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
F1RAK0_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 5,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
B0S5C4_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 3b,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
F1R452_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 4a,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
Q5F2C5_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 6,long_chain,long_chain,LACS,NA,19468303; 21183079;,NA,"NA","NA","NA"
Q5ICG5_MOUSE,Mus musculus (Mouse),Long chain acyl-CoA synthetase 6 isoform 3 (Long-chain-fatty-acid--CoA ligase 6),long_chain,long_chain,LACS,NA,15629433; 19468303; 21183079;,NA,"NA","NA","NA"
D3Z041_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 1,long_chain,long_chain,LACS,NA,17242355; 19468303; 21183079; 23576753,NA,"NA","NA","NA"
A0A0G2K7J0_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase ACSBG1,long_chain,long_chain,LACS,NA,15057822; 22673903;,NA,"NA","NA","NA"
A0A0A6YYM0_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase 6,long_chain,long_chain,LACS,NA,15057822;,NA,"NA","NA","NA"
E7F351_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 2,long_chain,long_chain,LACS,NA,23594743,NA,"NA","NA","NA"
B7Z3Z9_HUMAN,Homo sapiens (Human),"Long-chain-fatty-acid--CoA ligase 1 (cDNA FLJ53511, highly similar to Long-chain-fatty-acid--CoA ligase 1)",long_chain,long_chain,LACS,NA,15815621; 21269460; 24275569; 25944712,NA,"NA","NA","NA"
E7EPM6_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 1,long_chain,long_chain,LACS,NA,15815621; 21269460; 24275569; 25944712,NA,"NA","NA","NA"
D6RER0_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 1,long_chain,long_chain,LACS,NA,15815621; 21269460; 24275569; 25944712,NA,"NA","NA","NA"
LACS6_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Long chain acyl-CoA synthetase 6, peroxisomal (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,12177484; 12481085; 11130713; 27862469; 14593172; 12366803; 12805634; 14742880; 16256065,NA,"NA","NA",EC 6.2.1.3
LACS7_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Long chain acyl-CoA synthetase 7, peroxisomal (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,12177484; 11130714; 27862469; 11910074; 12366803; 12805634; 14742880; 16256065; 17272265,NA,"NA","NA",EC 6.2.1.3
LCF2_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Long-chain-fatty-acid--CoA ligase 2 (EC 6.2.1.3) (Fatty acid activator 2) (Long-chain acyl-CoA synthetase 2),long_chain,long_chain,LACS,NA,8027063; 7988550; 9169868; 24374639; 14562106; 18407956; 22814378,NA,"NA","NA",EC 6.2.1.3
LCFA_ECOLI,Escherichia coli (strain K12),Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,8107670; 1460045; 9097040; 9278503; 16738553; 12034706; 12535077; 15213221,NA,"NA","NA",EC 6.2.1.3
LACS8_ARATH,Arabidopsis thaliana (Mouse-ear cress),Long chain acyl-CoA synthetase 8 (EC 6.2.1.3),long_chain,long_chain,LACS,NA,12177484; 10617197; 27862469; 14593172; 12805634; 22223895,NA,"NA","NA",EC 6.2.1.3
LACS9_ARATH,Arabidopsis thaliana (Mouse-ear cress),"Long chain acyl-CoA synthetase 9, chloroplastic (EC 6.2.1.3)",long_chain,long_chain,LACS,NA,12177484; 11130712; 27862469; 14593172; 12177483; 12805634; 22223895,NA,"NA","NA",EC 6.2.1.3
LCF3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Fatty acid activator 3) (Long-chain acyl-CoA synthetase 3),long_chain,long_chain,LACS,NA,8027063; 9169870; 24374639; 17322287; 8206942; 14562106; 20489023; 22814378,NA,"NA","NA",EC 6.2.1.3
ACBG1_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (mBG1) (Gonadotropin-regulated long chain acyl CoA synthetase) (GR-LACS) (Lipidosin),long_chain,long_chain,LACS,NA,11112418; 16125341; 14621295; 16141072; 15489334; 12975357; 14516277; 16469493; 16452087; 18034455; 21183079,NA,"NA","NA",EC 6.2.1.3
ACSL3_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3),long_chain,long_chain,LACS,NA,9177793; 11707336; 15489334; 18003621; 18691976; 21269460; 23186163; 25944712,NA,"NA","NA",EC 6.2.1.3
ACSL3_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3),long_chain,long_chain,LACS,NA,16141072; 15489334; 16452087; 19737935; 21183079,NA,"NA","NA",EC 6.2.1.3
ACSL6_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 6) (LACS 6),long_chain,long_chain,LACS,NA,12767919; 15489334; 21183079,NA,"NA","NA",EC 6.2.1.3
ACSL1_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 1) (LACS 1),long_chain,long_chain,LACS,NA,16141072; 15489334; 17242355; 21183079; 23576753,NA,"NA","NA",EC 6.2.1.3
ACSL5_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5),long_chain,long_chain,LACS,NA,15489334; 21183079; 23576753,NA,"NA","NA",EC 6.2.1.3
ACBG1_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (Gonadotropin-regulated long chain acyl CoA synthetase) (GR-LACS),long_chain,long_chain,LACS,NA,11381125; 16469493; 22673903,NA,"NA","NA",EC 6.2.1.3
FAC17_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Long-chain-fatty-acid--CoA ligase FadD17 (FACL) (EC 6.2.1.3) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,9634230; 15042094; 21969609,NA,"NA","NA",EC 6.2.1.3
FAC15_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Long-chain-fatty-acid--CoA ligase FadD15 (FACL) (EC 6.2.1.3) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,9634230; 15042094; 21969609,NA,"NA","NA",EC 6.2.1.3
FAC23_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable long-chain-fatty-acid--CoA ligase FadD23 (FACL) (EC 6.2.1.3) (Acyl-CoA synthetase),long_chain,long_chain,LACS,NA,9634230; 17768256; 21969609,NA,"NA","NA",EC 6.2.1.3
A0A287BFF2_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 5,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287AQX2_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 5,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287ALQ2_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 6,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287A844_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 5,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287BK93_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 4,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A286ZYB0_PIG,Sus scrofa (Pig),Acyl-CoA synthetase family member 3,arachidonate,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
F1RT96_PIG,Sus scrofa (Pig),Acyl-CoA synthetase family member 2,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287B6U1_PIG,Sus scrofa (Pig),Solute carrier family 27 member 5,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287AV54_PIG,Sus scrofa (Pig),Acyl-CoA synthetase family member 2,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
F1SR72_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 3,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287AIP7_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 1,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
F1RJV7_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 6,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287BLC7_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 6,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287BMY7_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 1,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
A0A287APD5_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 3,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
Q8C028_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 6,long_chain,long_chain,LACS,NA,10349636; 11042159; 11076861; 11217851; 12466851; 16141073; 19468303; 21183079;,NA,"NA","NA","NA"
E9PUC2_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 3,long_chain,long_chain,LACS,NA,16452087; 19468303; 21183079;,NA,"NA","NA","NA"
Q8R1X1_MOUSE,Mus musculus (Mouse),Acyl-CoA synthetase long-chain family member 6 (Long-chain-fatty-acid--CoA ligase 6),long_chain,long_chain,LACS,NA,15489334; 19468303; 21183079;,NA,"NA","NA","NA"
Q8BYJ0_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 6,long_chain,long_chain,LACS,NA,10349636; 11042159; 11076861; 11217851; 12466851; 16141073; 19468303; 21183079;,NA,"NA","NA","NA"
E7ERD7_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 6,long_chain,long_chain,LACS,NA,15372022;,NA,"NA","NA","NA"
F5H4U6_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase ACSBG1,long_chain,long_chain,LACS,NA,16572171;,NA,"NA","NA","NA"
I6Y7V6_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable acyl-CoA ligase FadD31 (Acyl-CoA synthetase) (Acyl-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O05307_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD6 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
I6Y0X0_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD35 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
P72007_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Possible fatty-acid-CoA ligase FadD1 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O06831_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Possible long-chain-fatty-acid--CoA ligase FadD12 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O06417_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD8 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O07169_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD7 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
Q50631_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD9 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
P95227_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD2 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O07411_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD5 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
O05295_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD36 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
L7N699_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD34 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
P96396_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable fatty-acid-CoA ligase FadD4 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),long_chain,long_chain,LACS,NA,9634230; 21969609,NA,"NA","NA","NA"
ACBG2_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Bubblegum-related protein) (PRTD-NY3),long_chain,long_chain,LACS,NA,15685348; 16762313; 11230166; 12975309; 14702039; 15489334; 16371355,NA,"NA","NA",EC 6.2.1.3
FCSA_DICDI,Dictyostelium discoideum (Slime mold),Fatty acyl-CoA synthetase A (EC 6.2.1.3) (Long chain fatty acyl coenzyme A-synthetase 1) (LC-FACS 1) (Long-chain-fatty-acid--CoA synthetase 1),long_chain,long_chain,LACS,NA,14629118; 15875012; 16926386,NA,"NA","NA",EC 6.2.1.3
A5WV16_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase long chain family member 4b,long_chain,long_chain,LACS,NA,23594743;,NA,"NA","NA","NA"
F1S5J8_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 5,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
F1RSZ3_PIG,Sus scrofa (Pig),Acyl-CoA synthetase long chain family member 1,long_chain,long_chain,LACS,NA,"NA",NA,"NA","NA","NA"
4CLL9_ARATH,Arabidopsis thaliana (Mouse-ear cress),4-coumarate--CoA ligase-like 9 (EC 6.2.1.-) (4-coumarate--CoA ligase isoform 4) (At4CL4),12-oxo-phytodienoate,long_chain,LACS,NA,12805634; 10718197; 9501997; 27862469; 14593172; 12819348; 15677481,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=11 uM for OPDA;,EC 6.2.1.-
4CLL5_ARATH,Arabidopsis thaliana (Mouse-ear cress),4-coumarate--CoA ligase-like 5 (EC 6.2.1.-) (4-coumarate--CoA ligase isoform 9) (At4CL9) (Peroxisomal OPC-8:0-CoA ligase 1),12-oxo-phytodienoate,long_chain,LACS,NA,12805634; 16963437; 11130712; 27862469; 14593172; 12819348; 17951448,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=24 uM for OPDA; KM=47 uM for OPC-8:0;,EC 6.2.1.-
ACSL5_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5),palmitate,long_chain,LACS,NA,17681178; 12975309; 14702039; 15164054; 15489334; 18691976; 19459852; 18806831; 21269460; 24275569; 16959974,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=0.11 uM for palmitic acid (isoform 1 at pH 7.5) {ECO:0000269|PubMed:17681178}; KM=0.38 uM for palmitic acid (isoform 1 at pH 9.5) {ECO:0000269|PubMed:17681178}; KM=0.04 uM for palmitic acid (isoform 3 at pH 7.5) {ECO:0000269|PubMed:17681178}; KM=0.15 uM for palmitic acid (isoform 3 at pH 8.5) {ECO:0000269|PubMed:17681178};,EC 6.2.1.3
LCF1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Long-chain acyl-CoA synthetase 1),myristate,long_chain,LACS,NA,1572893; 8896266; 9169874; 24374639; 8206942; 14562106; 18407956; 22814378; 22106047,NA,"NA","NA",EC 6.2.1.3
LCF4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Long-chain acyl-CoA synthetase 4),myristate,long_chain,LACS,NA,7962057; 9169872; 24374639; 14562106; 22814378,NA,"NA","NA",EC 6.2.1.3
ACSL3_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Brain acyl-CoA synthetase II) (Long-chain acyl-CoA synthetase 3) (LACS 3),myristate; laurate; arachidonate; eicosapentaenoate,long_chain,LACS,NA,8663269; 9276691; 15683247; 19737935,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=402 uM for ATP {ECO:0000269|PubMed:15683247}; KM=3.0 uM for CoA {ECO:0000269|PubMed:15683247}; KM=4.3 uM for palmitate {ECO:0000269|PubMed:15683247}; KM=5.1 uM for oleate {ECO:0000269|PubMed:15683247}; KM=8.9 uM for arachidonate {ECO:0000269|PubMed:15683247}; Vmax=2306 nmol/min/mg enzyme with palmitate as substrate {ECO:0000269|PubMed:15683247}; Vmax=2399 nmol/min/mg enzyme with oleate as substrate {ECO:0000269|PubMed:15683247}; Vmax=4022 nmol/min/mg enzyme with arachidonate as substrate {ECO:0000269|PubMed:15683247};,EC 6.2.1.3
ACSL1_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2),palmitate; oleate; linoleate,long_chain,LACS,NA,1607358; 8584017; 14702039; 15815621; 15489334; 10548543; 21269460; 24275569; 25944712,NA,"NA","NA",EC 6.2.1.3
ACSL4_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4),arachidonate; eicosapentaenoate,long_chain,LACS,NA,9096315; 15683247,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=34 uM for ATP {ECO:0000269|PubMed:15683247}; KM=4.1 uM for CoA {ECO:0000269|PubMed:15683247}; KM=5.4 uM for palmitate {ECO:0000269|PubMed:15683247}; KM=19.5 uM for oleate {ECO:0000269|PubMed:15683247}; KM=10 uM for arachidonate {ECO:0000269|PubMed:15683247}; Vmax=2800 nmol/min/mg enzyme with palmitate as substrate {ECO:0000269|PubMed:15683247}; Vmax=673 nmol/min/mg enzyme with oleate as substrate {ECO:0000269|PubMed:15683247}; Vmax=4200 nmol/min/mg enzyme with arachidonate as substrate {ECO:0000269|PubMed:15683247};,EC 6.2.1.3
ACSL4_HUMAN,Homo sapiens (Human),Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4),arachidonate; eicosapentaenoate,long_chain,LACS,NA,9598324; 9480748; 14702039; 15489334; 18669648; 21269460; 23186163; 25944712; 11889465; 16959974,NA,"NA","NA",EC 6.2.1.3
ACSL4_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4) (mACS4),arachidonate; eicosapentaenoate,long_chain,LACS,NA,10924347; 10828604; 19468303; 15489334; 21183079,NA,"NA","NA",EC 6.2.1.3
ACBG2_MOUSE,Mus musculus (Mouse),Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Bubblegum-related protein),oleate; linoleate,long_chain,LACS,NA,16371355; 16762313,NA,"NA","NA",EC 6.2.1.3
GLOD_GLAL2,Glarea lozoyensis (strain ATCC 20868 / MF5171),Acyl-CoA ligase gloD (EC 6.2.1.-) (Pneumocandin biosynthesis cluster protein D),"10R,12S-dimethylmyristate",long_chain,LACS,NA,23688303; 25270390; 25879325; 25527531; 27494047; 29352089; 27705900,NA,"NA","NA",EC 6.2.1.-
